feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,output
9.575759672024958,-8.81005777652055,3.158023979229851,-1.519874300473445,6.40052974028103,1854027,3904978,3053203,5740686,1.6545501313099091,4.907868445318204,7431503,-4.387192105174442,2811451,-2.2902026980223518,7948963,-5.748430704814382,-5.782715412820774,8632984,5238771,2636346,9.19719245294818,-5.668703679655471,-8.940857497144687,3237391,6.5795094490579835,-0.036626619069970445,724482,4029768,540986,7.191237601571675,2018980,5473731,3.739719845277378,5.574980560776954,6.5813643790420215,2485684,1625180,6846678,5179049,3788044,-6.909837531652889,8330100,-9.333275638813198,-7.682147768001011,2.5752192895325194,7.395778428577696,8785743,7348390,9208391,2680510,3748884,7421390,9469220,2923557,-4.184078188958669,2994214,-1.9488936808245345,4.386932191266112,185684,2196037,-2.843062266903093,-3.871517703248564,4.842331193676259,-6.613138775771699,3545476,1762026,8700822,853862,9.706901475434893,6.373579098028326,7657627,3273522,-7.738245463084466,2.7133594154166154,-5.774948692250012,4368187,1293822,-3.57941366037541,6.778296583504325,-7.914297368085306,-1.0786633644665464,8709834,9550489,5872643,-8.582931240951538,5.796807523135417,-7.797237245473669,9009117,3584709,-4.892955389886886,1710400,7.40611848618434,1.609587067426279,3.813352979310661,867325,4.04291070534935,-8.652018989193419,-2.7067280268110583,-8.170933577589484,4.743477310008082
2.5963267327992323,-6.818000766035652,-9.934269764808146,-2.5301963121424738,5.566987581871448,3986911,384968,9006666,1209892,-8.701620523866309,9.931685062539987,5754839,-0.9705996205614333,4450666,4.523203256593895,2439919,-1.7540922359670965,0.09490548240302665,2425009,1160543,6582839,6.138872353117385,-9.963025224876995,-4.724472634150317,9379717,-3.732889565392787,9.296209764250204,2673634,3294845,1021754,3.536571610114361,8769870,5538363,-1.1083547978571104,-6.398653912671797,4.841909362651071,4682025,8150165,7837223,2197169,8753352,5.337786372664217,2488670,-5.749613746029938,-3.610824796534744,-4.003800438873744,8.3724254756175,3871004,4962053,7165037,6835810,4534683,4310901,5782852,2471172,8.82145254900274,220179,-4.863119783855227,8.355388017552471,2838095,7836355,3.326852976600767,7.880346732195051,4.26580045579912,2.310789626240517,6643276,1775321,5492157,7379890,3.4944029427550554,8.611238977048728,65579,9387453,1.8936676492613955,-4.486734771045655,6.097439538502098,505536,4295927,-6.797094667867441,-0.155487715597598,4.959262327407458,-3.481648251592377,9463813,5395303,1165150,6.022601652301596,4.413504670021226,-0.019905987524884594,9909855,4177702,3.521454492587017,4348760,-7.019483282953498,-3.570165503519725,2.0252865867473027,9050499,9.284836330828334,2.5592647743537746,6.086943251659637,-1.6509619936614524,0.14203365341389507
-9.078136810502588,8.434854022903213,4.305796547976977,-6.577403299991104,4.191195939649454,4795923,6438667,7251815,8114863,5.816836703650408,4.0119366295612675,3894832,6.966655135991683,6832147,7.604405669240549,8489046,1.9648105040703818,7.181548890267845,2352484,2744665,4974300,-8.761178838306535,-2.6269266266653624,-6.589998724619286,4914417,-2.857736417221897,-6.923616637742995,1553927,4594216,8475796,-4.234679496290596,5834547,507419,-7.63205931236519,2.928818665962897,-0.32330653258218156,6272208,5355126,6011026,7794364,8313795,-9.357641081499882,4475755,4.267814079633659,-3.2587854644387875,5.585054263386661,-3.8547835232843752,1238030,1663193,5716589,2740894,7856982,4338849,4227832,2704390,-4.421131882109563,556070,4.05707602025039,1.3327252013365936,9078896,8398946,5.146441566939172,2.636470455949393,8.226727218668021,8.825478025543795,685175,1367297,8549205,2497757,-8.851514191317012,1.924101727938579,5533393,5220640,-2.761547050250859,5.612532074434354,-4.3541733698576675,9796444,1014362,2.835784116697287,7.295320788711997,-1.5373623100036582,-9.546026084659134,8211781,4040585,2567653,7.903889239064469,-9.00407767573602,9.371412155543574,2074142,6497278,1.4275382324710542,18112,-0.9108422544450949,-9.505544154965111,7.371625470897591,8015353,9.89743154976193,-6.995704327061409,-0.4955079256112711,-7.827872540240268,-9.186218990151362
-1.0130979452261322,1.110766911094288,-4.050039584354474,-1.7721979992729295,-6.8672341380650215,6805406,5145012,532826,3137649,-0.31213228060938647,5.785582310441244,7132161,3.8934545162765133,2010889,2.4667771580664315,7532954,8.036531620397724,0.6937573608513521,1362669,1519717,4005423,9.97987154887985,3.9896409503767405,6.718474530494689,5734942,4.53012961016187,-0.3345179533670599,2725347,6697350,9700933,-5.118246177615808,8913260,4392719,-4.603329281019493,-7.670897776764221,-4.89756399159754,3665454,9786717,8612056,5129875,4218174,-2.5304663263115668,2599564,7.261983313484109,-4.9262118750254436,2.5798433031209917,-3.7122454583260467,2923938,4757083,6602088,4528055,8662739,1909314,6073239,2640536,2.272822413938929,591001,-9.741285109774708,-0.5710703441449478,2465089,948413,2.167217715218543,-7.384373887728981,-8.594318043757177,9.92995964978148,8295844,122380,3320141,5334595,-5.639877601525227,-3.2908959156431905,4998283,3862425,-1.53301758249221,4.958437186808808,-6.683602767290839,3854774,1746924,1.7942381743056952,-7.735081211696809,-1.4236354243562683,-4.941976480305977,1617593,7778088,8823318,-3.9975834577375196,4.969947799613852,8.730094900064472,1234751,387238,-3.156416030539157,3192082,-5.020046362896428,-2.7309998776996647,7.59831956829839,82233,2.4486764463185615,-6.259174070026403,1.9322694543513386,-8.584587621927511,-9.702653273659179
3.33302454386849,9.245097680731437,-3.5663598121493063,1.041697625250821,9.269387643023958,9002103,3491371,5973265,3805259,4.01141139343515,-9.350812993406334,8414467,4.769011166301523,6858180,-4.738339796415305,414632,-4.262582248846116,1.487381254522255,7329688,4922952,9413720,-6.553138811062227,0.6701021330329873,9.151767703181122,7965412,-0.5946638811550145,-3.7969888887307306,1186131,8638034,9827635,0.39860948662349394,656793,8615330,-0.6563708308812526,4.662167731272289,5.795330178417895,9280338,3590333,1330115,3206081,390901,-0.10516831202354204,3189517,-2.4880749693359805,1.5971255049375603,9.42230403562218,1.4730657779172045,5591799,4935943,8979885,3430058,5094755,3680918,9291157,9041766,3.480805304856215,1608720,-5.789109456623313,8.729410437747063,2466054,5168742,9.136077040247049,1.2498343595335548,3.889725519635288,-3.3461083478011355,3455218,4260011,3627132,1466323,1.065467781246788,3.772771867918509,9008767,7824857,9.86021980037252,-1.722634832590554,5.704790853944612,1479322,8807294,-5.828681030041645,3.577069246285358,-8.664251526690625,2.767861750147784,1276147,3925813,5603615,-3.5375513266425163,9.310313692385499,8.45452673346152,5501437,1650337,-4.49451424902546,4620731,4.745807175156793,1.7310712782992344,0.25198732347146446,8726418,-7.842569251612977,-9.080110752055294,-1.1420361120950773,0.03993281839791507,-6.159177956410193
7.136731942129874,-3.8417891062717313,2.877614309854355,-3.2662543312853636,-1.1939206175179358,4821584,8744257,9351503,1138530,4.55690103811261,-2.1886618105999567,8332447,7.346413289581349,297802,-9.122533861068378,3305834,3.183716913504677,-5.574811309139564,8194467,778831,875591,-7.587387244384778,1.7043794073447422,-9.77294422540944,9672186,6.816478755331239,4.617016836118012,3098015,1641006,2560155,-4.566160825581065,9329464,986035,-9.236899324993919,0.016252530156510403,-6.943001001010716,695865,1933559,8440206,6240332,9088436,-2.2494343699651242,9069700,2.449170344063214,8.764102989910143,-2.5918299072798785,5.521339033339096,9878494,3566585,6678392,4126956,5762254,9230133,1536517,1211253,-0.8048370867977273,9867588,-7.892063214224645,-4.533290238191949,248303,7443396,7.311803623420541,-3.8973204808829554,-6.267274742033,3.289004315235415,2164570,9937048,3869433,7592442,-0.9790413955455897,8.760426974092017,1032280,3317003,-7.218653402826954,-7.907153785246996,5.261435204569967,349334,2756096,-6.740764715855059,6.051314305080872,9.683589485426388,6.133156859621039,6066864,703122,9501249,8.096837316552723,3.1853464471961814,5.519070794784216,7077320,7408022,-3.1171971723558256,5632628,-4.401110175718421,-0.3371581028188757,0.7348256650281613,7514453,-3.694240098385224,3.2338396262902354,0.6576846254022062,3.7615686662982704,-2.2247445451560255
2.5223794513006332,-2.020427317688272,3.4131511426563943,5.07032208843502,-9.437779295179386,4415913,5405587,9123737,8089700,-9.994543169974408,-9.07630498970973,1295050,8.484031865451144,141920,-6.18305780827362,8495941,1.9935209434144632,-6.468157269234123,6888082,9218133,2278140,-6.060283107197177,9.694127998585898,9.719618371008078,2616662,-7.537701575961089,-6.8751659247122365,7996436,7016872,796232,-8.920648122703515,9967232,5424923,-7.447151634262783,1.4564206589213224,-8.050971405551753,1736908,4733556,2208229,2355110,5962373,-0.2158868943879142,2353398,9.101848605028966,3.5027183869349887,-4.8128407965232345,-2.3796676579085174,4637514,8863064,3196246,9399335,4519860,9470789,485287,4687309,7.967595463379745,1681304,0.9109540470819688,-7.423673562461444,270714,5092802,-1.8931693954354643,3.5043010802354466,-5.480533768086742,-7.3336854436554555,9630840,7019726,4723205,1581141,9.27313766798908,0.09916964397863204,822357,2051103,-9.996176392361027,-7.4431482845266945,7.4887997523564,4460930,5092305,-2.643739540950527,2.5722725328128426,-8.39265268168256,9.794272238047107,9069257,752545,5257975,-8.467841217330736,-9.955294195196647,-7.470515071645267,5080313,6199172,-3.708555128418518,7885448,-0.01812429365442192,-9.739618687830102,-8.618096064489913,8335923,2.2254557240122033,-2.49720033070618,1.4623088316765003,-0.2658426740237392,-3.3197389431466036
-5.145477852963438,3.3132525371485286,-3.1178370202968297,-1.4620726439431273,8.115838921900174,7083864,5706703,6940280,9376142,7.397251929343199,2.845004764644024,7571205,-6.720832658252796,8278420,5.876712592767303,2845765,-7.437710865314145,9.110169889328272,4603762,997765,5651403,5.301165553541603,0.9410558313261479,-7.340576505146117,7001090,9.313299340125234,-3.6924205351655175,2767513,101038,3464817,-5.891004705849294,3311512,5503835,0.45019103091054014,1.7344040365356115,2.405999427761964,6327288,7291587,9172441,5487859,5117881,9.058209016994347,3075333,-3.6920044090154818,5.944386457939643,-5.195436304313505,-2.771882060788884,3029801,9202701,2537512,5653908,6345614,7182100,9247788,8129777,0.9640879073195929,4476200,7.696086513354054,3.366423772525291,6949607,9759258,-1.5447524259857186,-1.3510892521004827,-5.214824308422951,-1.0850392985082618,486933,1636995,9491137,3071286,-1.468129224153019,8.810655733531796,8596643,36298,8.695713465992391,2.717894642091336,4.35091022571835,214629,108423,5.440323476328457,-9.000287225423897,3.667665150619504,-6.719066816457109,8864579,5988812,7447413,-0.7997562017163169,9.441424234360209,4.8717346643019415,3624067,1582460,-4.329545314533025,8509032,2.596574197710506,0.941091263224834,0.3626602587691039,1708165,-4.631392884480407,5.736815383834379,6.4617765938947755,-6.067803145005719,4.79016157672149
-7.427063033822499,0.802361086242243,-4.956403985833841,-8.772496606861587,-5.804738513844128,339476,2362596,2542926,5668518,1.2304817478428003,7.507945118935467,2317112,-7.350995305115426,5652961,2.6557665439814713,50324,-0.4958490365427082,5.96987803328857,4120765,8101934,9332283,-4.069919166745022,-4.858454589901529,4.119934278017279,6774383,3.141407034228301,-3.4668181767035033,6969945,4707178,7828509,9.199675919482,4893344,6898762,4.941882764470208,9.960342326187636,-5.656578460741157,9343331,6708506,2199865,4662751,984878,9.818000392258796,6319004,-5.24336483377025,1.1766226682186698,-1.8183957580451615,-0.8035940920455218,4409039,1828519,5113436,4147588,4047931,5025780,8942129,7979847,7.420037487899933,7554877,1.4973766608318613,8.506487354428788,8018246,637467,6.648589488293123,2.7869187777515307,1.901442433914962,-5.430702229650022,6627741,93480,4096717,9408035,1.7227948876610135,3.7891579817001606,2417469,5202719,9.176976479252328,9.001467330499352,-1.7816930103914643,7926682,2523444,7.041710239152277,-0.4566300121587563,-9.903977325375681,2.682841979725797,5113494,1949770,2364908,9.345869522978251,-2.2416451466043803,6.138507925180107,6553863,2219797,-9.837252419892625,1709931,-6.596518729346292,-9.828004935687336,6.847994704773221,5507719,4.491099742664995,8.153419280790192,9.389704535059696,0.5962021087274358,-3.195479365067966
-9.284223798098738,-6.042071706833568,-8.056836559486594,-2.398796779362719,-8.113076038965126,1658225,3201102,8956896,803573,6.9148177042649195,-5.514787670774077,3941005,5.773922521481172,3960191,-9.483150006742608,8541730,-5.360340812601612,4.349136377817933,1370364,793506,8848200,-8.500157538406528,0.55743461549085,0.74626556003318,180734,-0.372629305384093,5.210325270051307,800245,737375,9318211,6.275805523477612,7883314,9675458,-0.07126889576104567,9.252517796815543,3.2063611203657505,5022645,9169716,8391102,1126119,9383568,-6.832943646652652,8419964,7.874052123055616,-8.22532655559905,-0.2871277046139866,-5.944929529236154,6376003,417730,1306581,1182001,4131379,9259728,9283905,2273869,6.806698293595808,2883723,-9.819667895782256,-6.752956498864275,5154846,107181,8.16040198826207,4.564068533470923,3.9327107322406647,-4.070263480724369,8706398,832765,8130162,8636007,9.901890083206805,-8.534356059137515,332945,3900822,-3.3524732528763757,5.083743046187772,2.0040921355123746,836228,7532588,5.22292282757639,-1.5932441405211168,5.870735244659267,-4.3202575290701635,576556,7394837,8725433,3.134482326728447,2.8468368265946413,-7.123391305846585,4162685,8736907,0.6773263970027585,6793664,-0.19529772874486895,3.226826145311442,9.550256699581098,6863540,-4.649667956324992,-3.433677822735466,5.807188080751409,0.48203291043271257,-2.7172255997800976
